filename,complex_label,distance,Anger_prob,Happy_prob,Panic_prob,Sadness_prob
pure_face_01934.jpg,∫“æ»,0.2141,0.2634,0.2249,0.2512,0.2605
pure_face_01933.jpg,∫“æ»,0.2344,0.2312,0.2255,0.259,0.2844
pure_face_01932.jpg,ø∞∑¡,0.1621,0.2418,0.239,0.283,0.236
pure_face_01931.jpg,∫“æ»,0.2083,0.2888,0.2206,0.2378,0.253
pure_face_01930.jpg,ø∞∑¡,0.2051,0.2634,0.2319,0.2534,0.2515
pure_face_01929.jpg,ø∞∑¡,0.1637,0.2128,0.236,0.304,0.2472
pure_face_01928.jpg,ø∞∑¡,0.2095,0.2563,0.2314,0.2559,0.2559
pure_face_01927.jpg,∫“æ»,0.1783,0.2888,0.2108,0.271,0.2295
pure_face_01926.jpg,ø∞∑¡,0.1982,0.2444,0.2405,0.2595,0.2559
pure_face_01925.jpg,ø∞∑¡,0.2824,0.1937,0.36,0.2258,0.2206
pure_face_01924.jpg,ø∞∑¡,0.198,0.2559,0.2277,0.2659,0.2505
pure_face_01923.jpg,ø∞∑¡,0.2127,0.2319,0.2382,0.2627,0.2673
pure_face_01922.jpg,ø∞∑¡,0.201,0.2262,0.2328,0.2773,0.2637
pure_face_01921.jpg,∞Ê∏Í,0.2464,0.2109,0.2195,0.245,0.3245
pure_face_01920.jpg,ø∞∑¡,0.0484,0.1553,0.1708,0.4963,0.1781
pure_face_01919.jpg,∞Ê∏Í,0.241,0.21,0.2152,0.2505,0.3245
pure_face_01918.jpg,»ƒ»∏,0.3377,0.1622,0.1786,0.192,0.4673
pure_face_01917.jpg,∞Ê∏Í,0.2319,0.2386,0.2144,0.235,0.312
pure_face_01916.jpg,ø∞∑¡,0.1979,0.2377,0.244,0.2605,0.258
pure_face_01915.jpg,∫“æ»,0.1854,0.3328,0.2086,0.229,0.2299
pure_face_01914.jpg,»ƒ»∏,0.3687,0.167,0.1803,0.1957,0.4568
pure_face_01913.jpg,ø∞∑¡,0.0606,0.1637,0.18,0.469,0.1871
pure_face_01912.jpg,ø∞∑¡,0.1584,0.2148,0.2344,0.3074,0.2432
pure_face_01911.jpg,»Ô∫–,0.1852,0.1514,0.4954,0.1764,0.1772
pure_face_01910.jpg,»Ô∫–,0.179,0.1505,0.499,0.1765,0.1735
pure_face_01909.jpg,∫“æ»,0.2311,0.2451,0.2295,0.2495,0.2756
pure_face_01908.jpg,ø∞∑¡,0.178,0.228,0.2595,0.2705,0.2423
pure_face_01907.jpg,ø∞∑¡,0.3033,0.184,0.3381,0.2744,0.2036
pure_face_01906.jpg,ø∞∑¡,0.1345,0.1957,0.2124,0.355,0.2372
pure_face_01905.jpg,∫“æ»,0.2031,0.3,0.2234,0.2329,0.2437
pure_face_01904.jpg,∫“æ»,0.2421,0.2269,0.2323,0.2542,0.2866
pure_face_01903.jpg,ø∞∑¡,0.2231,0.2262,0.2445,0.255,0.2742
pure_face_01902.jpg,ø∞∑¡,0.239,0.2284,0.2377,0.2542,0.28
pure_face_01901.jpg,ø∞∑¡,0.1896,0.2312,0.2278,0.285,0.2559
pure_face_01900.jpg,ø∞∑¡,0.1796,0.2245,0.234,0.288,0.2532
pure_face_01899.jpg,ø∞∑¡,0.204,0.2358,0.2415,0.2612,0.262
pure_face_01898.jpg,ø∞∑¡,0.2053,0.2588,0.2312,0.2568,0.2532
pure_face_01897.jpg,ø∞∑¡,0.0508,0.1584,0.1726,0.489,0.1802
pure_face_01896.jpg,ø∞∑¡,0.0974,0.1742,0.1892,0.417,0.2198
pure_face_01895.jpg,∫“æ»,0.2355,0.2355,0.2299,0.2534,0.2812
pure_face_01894.jpg,ø∞∑¡,0.1784,0.234,0.2277,0.2893,0.2493
pure_face_01893.jpg,»ƒ»∏,0.2897,0.1595,0.1711,0.1843,0.4846
pure_face_01892.jpg,¥Á»≤,0.2879,0.218,0.3318,0.2273,0.2223
pure_face_01891.jpg,»Ô∫–,0.1941,0.1515,0.4932,0.1802,0.1753
pure_face_01890.jpg,ø∞∑¡,0.1835,0.2355,0.2223,0.2913,0.2507
pure_face_01889.jpg,∫“æ»,0.1998,0.2876,0.2214,0.2465,0.2445
pure_face_01888.jpg,ø∞∑¡,0.1957,0.258,0.2405,0.252,0.2494
pure_face_01887.jpg,∞Ê∏Í,0.2321,0.2206,0.2102,0.2495,0.3196
pure_face_01886.jpg,ø∞∑¡,0.2187,0.2515,0.2305,0.2563,0.262
pure_face_01885.jpg,ø∞∑¡,0.2032,0.2405,0.2372,0.2627,0.2595
pure_face_01884.jpg,¥Á»≤,0.2537,0.2395,0.325,0.2208,0.2145
pure_face_01883.jpg,∫“∏∏,0.2318,0.2477,0.1971,0.2191,0.3367
pure_face_01882.jpg,∫“∏∏,0.2374,0.2319,0.1996,0.2227,0.346
pure_face_01881.jpg,ø∞∑¡,0.2171,0.2473,0.2295,0.2605,0.2627
pure_face_01880.jpg,ø∞∑¡,0.0911,0.18,0.1968,0.413,0.2102
pure_face_01879.jpg,∫“æ»,0.2004,0.2852,0.2241,0.2482,0.2428
pure_face_01878.jpg,∞Ê∏Í,0.2125,0.1918,0.1978,0.296,0.3142
pure_face_01877.jpg,ø∞∑¡,0.1775,0.2788,0.2563,0.2345,0.2301
pure_face_01876.jpg,ø∞∑¡,0.1938,0.2319,0.2323,0.2778,0.258
pure_face_01875.jpg,ø∞∑¡,0.1946,0.2323,0.2485,0.2615,0.2576
pure_face_01874.jpg,∫“æ»,0.1953,0.2974,0.22,0.2434,0.2393
pure_face_01873.jpg,ø∞∑¡,0.1384,0.2102,0.2169,0.3389,0.2344
pure_face_01872.jpg,ø∞∑¡,0.1887,0.2632,0.2437,0.2493,0.244
pure_face_01871.jpg,»Ô∫–,0.1964,0.1539,0.493,0.179,0.1747
pure_face_01870.jpg,¥Á»≤,0.204,0.2245,0.283,0.252,0.2405
pure_face_01869.jpg,∫“∏∏,0.2872,0.1832,0.1952,0.2119,0.4097
pure_face_01868.jpg,∫“æ»,0.1382,0.3093,0.1863,0.309,0.1954
pure_face_01867.jpg,∫“∏∏,0.249,0.2255,0.2063,0.2258,0.3428
pure_face_01866.jpg,¥Á»≤,0.205,0.2195,0.2837,0.2542,0.2423
pure_face_01865.jpg,∫“∏∏,0.35,0.1718,0.1843,0.2017,0.442
pure_face_01864.jpg,ø∞∑¡,0.2126,0.2434,0.2351,0.2588,0.2627
pure_face_01863.jpg,»Ô∫–,0.1947,0.1517,0.492,0.1792,0.1768
pure_face_01862.jpg,ø∞∑¡,0.2654,0.185,0.392,0.2128,0.2102
pure_face_01861.jpg,»Ô∫–,0.1771,0.1503,0.5,0.1764,0.1733
pure_face_01860.jpg,ø∞∑¡,0.1838,0.241,0.2319,0.2776,0.2495
pure_face_01859.jpg,∞Ê∏Í,0.2662,0.2074,0.216,0.2356,0.3408
pure_face_01858.jpg,ø∞∑¡,0.2025,0.2751,0.2278,0.252,0.2451
pure_face_01857.jpg,ø∞∑¡,0.202,0.2615,0.229,0.2593,0.2505
pure_face_01856.jpg,∞Ê∏Í,0.2045,0.2698,0.2058,0.2595,0.2651
pure_face_01855.jpg,∞Ê∏Í,0.2286,0.2434,0.2205,0.2415,0.295
pure_face_01854.jpg,∞Ê∏Í,0.2637,0.2043,0.217,0.239,0.34
pure_face_01853.jpg,»Ô∫–,0.2171,0.155,0.4836,0.1821,0.179
pure_face_01852.jpg,∫“∏∏,0.2719,0.1971,0.218,0.2329,0.3523
pure_face_01851.jpg,ø∞∑¡,0.1889,0.2634,0.2484,0.2445,0.2438
pure_face_01850.jpg,ø∞∑¡,0.2588,0.1921,0.3784,0.2169,0.2124
pure_face_01849.jpg,ø∞∑¡,0.1922,0.255,0.2377,0.2585,0.2488
pure_face_01848.jpg,»ƒ»∏,0.232,0.1503,0.1633,0.177,0.5093
pure_face_01847.jpg,ø∞∑¡,0.1713,0.2269,0.2515,0.279,0.2423
pure_face_01846.jpg,ø∞∑¡,0.1954,0.2416,0.2451,0.258,0.2551
pure_face_01845.jpg,ø∞∑¡,0.1154,0.1915,0.2046,0.3784,0.2258
pure_face_01844.jpg,ø∞∑¡,0.1873,0.2468,0.2351,0.2688,0.2493
pure_face_01843.jpg,ø∞∑¡,0.2017,0.2388,0.2338,0.268,0.2593
pure_face_01842.jpg,ø∞∑¡,0.186,0.2184,0.2595,0.2705,0.2515
pure_face_01841.jpg,»Ô∫–,0.2343,0.1584,0.478,0.1843,0.1793
pure_face_01840.jpg,¥Á»≤,0.2026,0.2627,0.3044,0.22,0.2126
pure_face_01839.jpg,ø∞∑¡,0.056,0.1603,0.1764,0.479,0.1843
pure_face_01838.jpg,ø∞∑¡,0.1783,0.2654,0.2234,0.2744,0.2368
pure_face_01837.jpg,ø∞∑¡,0.1935,0.2473,0.2407,0.2595,0.2522
pure_face_01836.jpg,ø∞∑¡,0.268,0.1812,0.3992,0.2156,0.2041
pure_face_01835.jpg,ø∞∑¡,0.2012,0.2554,0.2284,0.2642,0.2524
pure_face_01834.jpg,ø∞∑¡,0.1991,0.2605,0.2295,0.2605,0.2494
pure_face_01833.jpg,∫“æ»,0.2209,0.252,0.2273,0.2537,0.2673
pure_face_01832.jpg,ø∞∑¡,0.2272,0.2323,0.2377,0.2563,0.2734
pure_face_01831.jpg,ø∞∑¡,0.2094,0.2632,0.23,0.2537,0.2532
pure_face_01830.jpg,∫“∏∏,0.2544,0.2003,0.2069,0.2306,0.3623
pure_face_01829.jpg,ø∞∑¡,0.3378,0.1761,0.4272,0.1996,0.1974
pure_face_01828.jpg,¥Á»≤,0.2955,0.2065,0.3318,0.2323,0.2294
pure_face_01827.jpg,ø∞∑¡,0.2093,0.2386,0.234,0.2644,0.263
pure_face_01826.jpg,∫“∏∏,0.2795,0.1914,0.2236,0.2256,0.3594
pure_face_01825.jpg,ø∞∑¡,0.1957,0.281,0.2308,0.2482,0.2401
pure_face_01824.jpg,»Ô∫–,0.2509,0.1616,0.472,0.185,0.1815
pure_face_01823.jpg,ø∞∑¡,0.2011,0.222,0.2576,0.2576,0.2627
pure_face_01822.jpg,∫“∏∏,0.3032,0.1785,0.1926,0.2095,0.419
pure_face_01821.jpg,∫“∏∏,0.2608,0.1978,0.2021,0.2184,0.3816
pure_face_01820.jpg,ø∞∑¡,0.0564,0.1628,0.1779,0.4773,0.182
pure_face_01819.jpg,ø∞∑¡,0.2007,0.2634,0.2344,0.2527,0.2495
pure_face_01818.jpg,∫“æ»,0.2237,0.2637,0.2206,0.2449,0.2708
pure_face_01817.jpg,ø∞∑¡,0.1652,0.2244,0.2227,0.3076,0.2455
pure_face_01816.jpg,∫“æ»,0.2153,0.2725,0.2192,0.2451,0.2632
pure_face_01815.jpg,∫“æ»,0.2072,0.2815,0.2269,0.2437,0.2482
pure_face_01814.jpg,∫“æ»,0.2199,0.272,0.2219,0.241,0.2654
pure_face_01813.jpg,ø∞∑¡,0.2009,0.2308,0.2323,0.2751,0.262
pure_face_01812.jpg,ø∞∑¡,0.1454,0.1958,0.2104,0.3496,0.2443
pure_face_01811.jpg,ø∞∑¡,0.202,0.2607,0.2336,0.2546,0.2512
pure_face_01810.jpg,∞Ê∏Í,0.2263,0.2443,0.2155,0.2368,0.3037
pure_face_01809.jpg,»Ô∫–,0.1939,0.1534,0.493,0.1779,0.1761
pure_face_01808.jpg,»Ô∫–,0.2706,0.1617,0.4646,0.189,0.185
pure_face_01807.jpg,»Ô∫–,0.2747,0.1616,0.4631,0.19,0.1852
pure_face_01806.jpg,ø∞∑¡,0.1747,0.2245,0.2527,0.2776,0.2451
pure_face_01805.jpg,ø∞∑¡,0.1492,0.281,0.1943,0.3145,0.21
pure_face_01804.jpg,ø∞∑¡,0.2161,0.2345,0.239,0.2585,0.2678
pure_face_01803.jpg,»Ô∫–,0.2377,0.1577,0.4768,0.186,0.1793
pure_face_01802.jpg,»Ô∫–,0.1871,0.1511,0.4958,0.1785,0.1743
pure_face_01801.jpg,»Ô∫–,0.2702,0.1614,0.4639,0.1882,0.1868
pure_face_01800.jpg,»Ô∫–,0.2289,0.1567,0.479,0.1835,0.1807
pure_face_01799.jpg,¥Á»≤,0.2184,0.2223,0.302,0.2388,0.2368
pure_face_01798.jpg,»Ô∫–,0.173,0.1505,0.502,0.175,0.1726
pure_face_01797.jpg,»Ô∫–,0.19,0.1521,0.4946,0.1782,0.175
pure_face_01796.jpg,»Ô∫–,0.1836,0.1509,0.4968,0.1772,0.1752
pure_face_01795.jpg,»Ô∫–,0.1798,0.1506,0.4985,0.1765,0.1742
pure_face_01794.jpg,»Ô∫–,0.236,0.1587,0.4773,0.1843,0.18
pure_face_01793.jpg,»Ô∫–,0.1775,0.1499,0.5,0.177,0.1733
pure_face_01792.jpg,»Ô∫–,0.2024,0.1537,0.4897,0.18,0.1765
pure_face_01791.jpg,»Ô∫–,0.1845,0.1511,0.497,0.1779,0.1736
pure_face_01790.jpg,»Ô∫–,0.1889,0.1516,0.4954,0.1787,0.1743
pure_face_01789.jpg,∫“æ»,0.2426,0.2292,0.2379,0.251,0.282
pure_face_01788.jpg,ø∞∑¡,0.1857,0.2234,0.2269,0.2927,0.2568
pure_face_01787.jpg,∫“æ»,0.2249,0.2177,0.2198,0.2786,0.2842
pure_face_01786.jpg,ø∞∑¡,0.1898,0.3164,0.2327,0.2272,0.2236
pure_face_01785.jpg,∫“æ»,0.2026,0.2778,0.2245,0.252,0.2457
pure_face_01784.jpg,ø∞∑¡,0.1823,0.2258,0.2395,0.281,0.2542
pure_face_01783.jpg,»Ô∫–,0.2328,0.1593,0.4788,0.1832,0.1786
pure_face_01782.jpg,»Ô∫–,0.2098,0.1555,0.4875,0.1808,0.1761
pure_face_01781.jpg,ø∞∑¡,0.2601,0.1892,0.3882,0.2131,0.2095
pure_face_01780.jpg,¥Á»≤,0.2376,0.2231,0.3142,0.2329,0.2295
pure_face_01779.jpg,»Ô∫–,0.1783,0.1504,0.499,0.1761,0.1743
pure_face_01778.jpg,ø∞∑¡,0.2178,0.236,0.2379,0.258,0.268
pure_face_01777.jpg,ø∞∑¡,0.1787,0.2415,0.2429,0.2695,0.246
pure_face_01776.jpg,ø∞∑¡,0.182,0.2386,0.2299,0.2822,0.2495
pure_face_01775.jpg,ø∞∑¡,0.1922,0.2815,0.23,0.2505,0.2382
pure_face_01774.jpg,∞Ê∏Í,0.2252,0.2522,0.2198,0.2423,0.2856
pure_face_01773.jpg,ø∞∑¡,0.196,0.2493,0.2776,0.2379,0.2351
pure_face_01772.jpg,ø∞∑¡,0.1501,0.2644,0.1968,0.321,0.2181
pure_face_01771.jpg,∫“æ»,0.2419,0.2234,0.2345,0.2566,0.2856
pure_face_01770.jpg,ø∞∑¡,0.2685,0.1874,0.3965,0.2094,0.2069
pure_face_01769.jpg,∫“∏∏,0.259,0.1959,0.2092,0.2295,0.3652
pure_face_01768.jpg,¥Á»≤,0.2219,0.2166,0.3035,0.2418,0.2379
pure_face_01767.jpg,ø∞∑¡,0.1001,0.1847,0.2024,0.3977,0.2152
pure_face_01766.jpg,∫“æ»,0.236,0.2438,0.2284,0.2473,0.2805
pure_face_01765.jpg,ø∞∑¡,0.2754,0.1813,0.3992,0.2113,0.2086
pure_face_01764.jpg,»Ô∫–,0.1914,0.1525,0.4937,0.1779,0.1758
pure_face_01763.jpg,»Ô∫–,0.2252,0.155,0.4802,0.184,0.1809
pure_face_01762.jpg,»Ô∫–,0.1795,0.1504,0.4985,0.1765,0.1743
pure_face_01761.jpg,ø∞∑¡,0.3101,0.1758,0.4155,0.2058,0.2028
pure_face_01760.jpg,»Ô∫–,0.2076,0.1545,0.4873,0.1802,0.1782
pure_face_01759.jpg,ø∞∑¡,0.2127,0.2184,0.2808,0.2505,0.25
pure_face_01758.jpg,ø∞∑¡,0.1882,0.2295,0.2488,0.2668,0.2546
pure_face_01757.jpg,ø∞∑¡,0.1959,0.2507,0.2406,0.2563,0.2522
pure_face_01756.jpg,ø∞∑¡,0.1638,0.2085,0.2184,0.3228,0.2505
pure_face_01755.jpg,ø∞∑¡,0.1852,0.2805,0.2368,0.2473,0.2358
pure_face_01754.jpg,»Ô∫–,0.2496,0.1588,0.472,0.1871,0.1821
pure_face_01753.jpg,»Ô∫–,0.1926,0.1514,0.4932,0.1793,0.1761
pure_face_01752.jpg,¥Á»≤,0.2169,0.2109,0.3,0.25,0.239
pure_face_01751.jpg,»Ô∫–,0.1923,0.152,0.4937,0.179,0.1753
pure_face_01750.jpg,»Ô∫–,0.2315,0.1571,0.4785,0.1843,0.18
pure_face_01749.jpg,»Ô∫–,0.2022,0.153,0.4897,0.1807,0.1765
pure_face_01748.jpg,ø∞∑¡,0.2559,0.1947,0.386,0.2126,0.2069
pure_face_01747.jpg,∞Ê∏Í,0.2596,0.2102,0.2124,0.2386,0.3389
pure_face_01746.jpg,ø∞∑¡,0.1995,0.2234,0.252,0.262,0.263
pure_face_01745.jpg,ø∞∑¡,0.2149,0.2546,0.2358,0.25,0.2595
pure_face_01744.jpg,ø∞∑¡,0.1656,0.2377,0.2191,0.303,0.2406
pure_face_01743.jpg,∞Ê∏Í,0.1955,0.2998,0.2058,0.2329,0.2612
pure_face_01742.jpg,»Ô∫–,0.2274,0.1572,0.481,0.1841,0.1782
pure_face_01741.jpg,ø∞∑¡,0.1957,0.2612,0.239,0.2515,0.2482
pure_face_01740.jpg,¥Á»≤,0.2841,0.218,0.3306,0.2258,0.2258
pure_face_01739.jpg,¥Á»≤,0.3136,0.2115,0.3384,0.228,0.2222
pure_face_01738.jpg,∫“æ»,0.175,0.35,0.2037,0.227,0.2191
pure_face_01737.jpg,∞Ê∏Í,0.2459,0.2163,0.2277,0.2515,0.3044
pure_face_01736.jpg,ø∞∑¡,0.1864,0.2382,0.2379,0.272,0.252
pure_face_01735.jpg,∫“∏∏,0.2675,0.2043,0.2148,0.234,0.347
pure_face_01734.jpg,∫“æ»,0.1874,0.3176,0.2163,0.2358,0.2305
pure_face_01733.jpg,ø∞∑¡,0.2059,0.2693,0.2332,0.2479,0.2495
pure_face_01732.jpg,ø∞∑¡,0.2249,0.2468,0.2338,0.2527,0.2666
pure_face_01731.jpg,»Ô∫–,0.1886,0.1522,0.4954,0.1779,0.175
pure_face_01730.jpg,ø∞∑¡,0.2638,0.1846,0.392,0.2141,0.2091
pure_face_01729.jpg,»Ô∫–,0.1914,0.1532,0.4944,0.1779,0.1746
pure_face_01728.jpg,¥Á»≤,0.2135,0.2202,0.296,0.2432,0.2407
pure_face_01727.jpg,ø∞∑¡,0.3229,0.1978,0.3445,0.2323,0.2255
pure_face_01726.jpg,¥Á»≤,0.2118,0.216,0.2942,0.2482,0.2418
pure_face_01725.jpg,ø∞∑¡,0.1832,0.3145,0.2322,0.2322,0.2212
pure_face_01724.jpg,ø∞∑¡,0.1966,0.2656,0.2284,0.2595,0.246
pure_face_01723.jpg,ø∞∑¡,0.1928,0.2393,0.2732,0.2482,0.239
pure_face_01722.jpg,»Ô∫–,0.1913,0.1522,0.4946,0.179,0.1741
pure_face_01721.jpg,ø∞∑¡,0.298,0.1808,0.4111,0.2047,0.2031
pure_face_01720.jpg,ø∞∑¡,0.2605,0.1929,0.3743,0.2195,0.2134
pure_face_01719.jpg,ø∞∑¡,0.2072,0.2281,0.2395,0.2659,0.2659
pure_face_01718.jpg,∞Ê∏Í,0.2484,0.2227,0.221,0.2336,0.3228
pure_face_01717.jpg,∫“æ»,0.2384,0.2284,0.225,0.2585,0.288
pure_face_01716.jpg,ø∞∑¡,0.1844,0.2284,0.2432,0.2744,0.2537
pure_face_01715.jpg,ø∞∑¡,0.1953,0.2468,0.2349,0.265,0.2532
pure_face_01714.jpg,∫“æ»,0.1766,0.348,0.2091,0.2249,0.2181
pure_face_01713.jpg,∫“∏∏,0.2623,0.1926,0.2063,0.2251,0.376
pure_face_01712.jpg,»Ô∫–,0.2301,0.1588,0.4797,0.183,0.1782
pure_face_01711.jpg,ø∞∑¡,0.1614,0.218,0.2278,0.309,0.2455
pure_face_01710.jpg,ø∞∑¡,0.1663,0.2336,0.218,0.306,0.2422
pure_face_01709.jpg,ø∞∑¡,0.192,0.2301,0.2468,0.2659,0.257
pure_face_01708.jpg,»Ô∫–,0.2201,0.1545,0.4832,0.1842,0.1782
pure_face_01707.jpg,∫“∏∏,0.3531,0.1711,0.1835,0.2017,0.4438
pure_face_01706.jpg,ø∞∑¡,0.1971,0.252,0.234,0.262,0.2522
pure_face_01705.jpg,ø∞∑¡,0.1327,0.2102,0.2124,0.3467,0.2308
pure_face_01704.jpg,ø∞∑¡,0.0471,0.162,0.1691,0.4902,0.1786
pure_face_01703.jpg,¥Á»≤,0.2186,0.2128,0.301,0.2471,0.239
pure_face_01702.jpg,ø∞∑¡,0.1889,0.2327,0.2332,0.279,0.2554
pure_face_01701.jpg,ø∞∑¡,0.2014,0.2372,0.259,0.246,0.2578
pure_face_01700.jpg,¥Á»≤,0.2083,0.2131,0.282,0.2576,0.2473
pure_face_01699.jpg,ø∞∑¡,0.2649,0.1847,0.3784,0.2173,0.2195
pure_face_01698.jpg,ø∞∑¡,0.1564,0.2343,0.2195,0.3096,0.2366
pure_face_01697.jpg,ø∞∑¡,0.2056,0.229,0.2319,0.2742,0.2646
pure_face_01696.jpg,¥Á»≤,0.299,0.2054,0.3325,0.2323,0.2295
pure_face_01695.jpg,ø∞∑¡,0.1034,0.1891,0.2026,0.3914,0.217
pure_face_01694.jpg,∫“æ»,0.2215,0.2465,0.2295,0.2576,0.2666
pure_face_01693.jpg,¥Á»≤,0.3103,0.2063,0.3362,0.2305,0.2272
pure_face_01692.jpg,ø∞∑¡,0.2731,0.1898,0.365,0.2251,0.2202
pure_face_01691.jpg,»Ô∫–,0.261,0.1608,0.468,0.188,0.183
pure_face_01690.jpg,»Ô∫–,0.1887,0.1509,0.4946,0.1786,0.1759
pure_face_01689.jpg,∫“∏∏,0.2609,0.1953,0.2041,0.2234,0.3772
